Timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Temperature
6263799932,0.010794697,0.07607231,-5.0131307,3.49659,-1.8197726,-0.14231962,23.57795
6263809941,0.010713138,0.07622523,-5.0122905,3.4795215,-1.8206956,-0.14430118,23.57795
6263820031,0.011013252,0.07576493,-5.012891,3.492925,-1.8096685,-0.14401895,23.57795
6263830009,0.01113551,0.07535003,-5.01318,3.507083,-1.8059593,-0.14181675,23.57795
6263840079,0.01095676,0.07542974,-5.0129247,3.5059361,-1.8148468,-0.14300394,23.57795
6263850099,0.010942691,0.07497749,-5.012615,3.5182226,-1.816854,-0.14475752,23.57795
6263860146,0.011311889,0.07382241,-5.0121875,3.5597155,-1.8011743,-0.14386408,23.57795
6263870195,0.011796081,0.07312048,-5.0129523,3.5921206,-1.7847637,-0.14150673,23.57795
6263880334,0.012109489,0.0730625,-5.0131254,3.5930612,-1.7828392,-0.14063635,23.57795
6263890363,0.012025176,0.07289852,-5.012521,3.595058,-1.785978,-0.14138657,23.57785
6263900403,0.011980261,0.07266331,-5.013375,3.607129,-1.7843301,-0.14133804,23.57785
6263910364,0.01193566,0.07307526,-5.0139394,3.601921,-1.7860453,-0.13996957,23.57785
6263920408,0.011770017,0.0739833,-5.0136886,3.5722096,-1.7970006,-0.14059037,23.57785
6263930476,0.011403278,0.07474829,-5.0136437,3.5503361,-1.8052679,-0.14291646,23.57785
6263940609,0.011291165,0.07510146,-5.013397,3.5404384,-1.807428,-0.14387967,23.57785
6263950495,0.011063703,0.075687945,-5.0140815,3.5227249,-1.8100798,-0.14351982,23.57785
6263960656,0.010783119,0.07630935,-5.014133,3.498463,-1.8202907,-0.14508642,23.57785
6263970659,0.010553092,0.07655003,-5.0135756,3.4899063,-1.8309209,-0.14631252,23.57785
6263980761,0.010245453,0.07666436,-5.014088,3.4919872,-1.8340585,-0.14826311,23.57785
6263990795,0.010212173,0.07680627,-5.0143504,3.48601,-1.83506,-0.1482803,23.576128
6264000739,0.010082286,0.07685431,-5.0139174,3.4838173,-1.836667,-0.14886196,23.576128
6264010748,0.010060716,0.07635283,-5.0137587,3.5002813,-1.8348275,-0.14983518,23.576128
6264020776,0.010085957,0.07583564,-5.0138507,3.5212412,-1.8311191,-0.1490683,23.576128
6264030953,0.010093658,0.07574578,-5.0143847,3.526815,-1.8331597,-0.14938597,23.576128
6264040867,0.010115313,0.075430006,-5.014289,3.5289695,-1.8323584,-0.14866476,23.576128
6264050918,0.010348264,0.07473728,-5.0138407,3.54581,-1.8221078,-0.14797682,23.576128
6264060987,0.010723267,0.07442764,-5.014787,3.5610836,-1.8117516,-0.14727792,23.576128
6264071049,0.010977346,0.074381486,-5.015167,3.5585825,-1.8047296,-0.14568384,23.576128
6264081095,0.011328022,0.07432057,-5.0144277,3.5551348,-1.7947428,-0.1444451,23.576128
6264091208,0.011657188,0.0739587,-5.014395,3.563877,-1.7800838,-0.14407665,23.572863
6264101166,0.012260466,0.073716715,-5.0145183,3.572187,-1.7621993,-0.14250346,23.572863
6264111184,0.012801488,0.07384565,-5.0152526,3.5672674,-1.747832,-0.14056054,23.572863
6264121244,0.012754097,0.074155524,-5.015085,3.5613127,-1.7512505,-0.13904509,23.572863
6264131296,0.012508318,0.074189104,-5.0143323,3.5595236,-1.7639734,-0.13931143,23.572863
6264141364,0.012410942,0.0743917,-5.015386,3.5589588,-1.768093,-0.14016052,23.572863
6264151572,0.012308544,0.075023584,-5.0158086,3.5455804,-1.7764995,-0.13914879,23.572863
6264161397,0.011503406,0.07579478,-5.01515,3.524916,-1.8086133,-0.1405126,23.572863
6264171494,0.010572208,0.076117665,-5.0145006,3.5151262,-1.8361008,-0.14475307,23.572863
6264181569,0.010430422,0.075860046,-5.0143867,3.520611,-1.8346897,-0.14545783,23.572863
6264191659,0.010496967,0.07600169,-5.014818,3.5238557,-1.8344511,-0.14479205,23.572659
6264201652,0.009811404,0.076549955,-5.0147767,3.5125787,-1.8631364,-0.14553282,23.572659
6264211609,0.009179655,0.07663642,-5.0139613,3.5046284,-1.8801489,-0.14933456,23.572659
6264221678,0.009663288,0.0761423,-5.0147953,3.5123215,-1.855265,-0.150435,23.572659
6264231693,0.010377777,0.07593939,-5.015812,3.5200388,-1.82859,-0.1478161,23.572659
6264241725,0.010475595,0.076336145,-5.015316,3.5064616,-1.8344511,-0.14754613,23.572659
6264251735,0.010233456,0.07627787,-5.0146027,3.4974315,-1.8402203,-0.15040621,23.572659
6264261804,0.010861345,0.07521511,-5.0143476,3.5211859,-1.8081172,-0.14982288,23.572659
6264271836,0.012019202,0.07441893,-5.0154696,3.5533326,-1.7712944,-0.1454817,23.572659
6264281992,0.01220309,0.074558824,-5.0158334,3.552169,-1.7813139,-0.143302,23.572659
6264292003,0.01166739,0.07464603,-5.0152416,3.5374718,-1.8000857,-0.14540496,23.570103
6264301965,0.012024706,0.07391726,-5.015431,3.5516832,-1.7758362,-0.1451469,23.570103
6264312049,0.012672872,0.07346515,-5.01588,3.572876,-1.7558204,-0.14092714,23.570103
6264322080,0.012252338,0.07405925,-5.015555,3.5625257,-1.7810801,-0.14051469,23.570103
6264332034,0.011417778,0.07440424,-5.014605,3.5438933,-1.807514,-0.14304288,23.570103
6264342184,0.011208494,0.073888645,-5.014251,3.5631332,-1.8021364,-0.14326237,23.570103
6264352150,0.011261963,0.073618285,-5.015091,3.5855913,-1.7966785,-0.14124244,23.570103
6264362218,0.010768211,0.074426696,-5.0151253,3.5670967,-1.8204734,-0.14024515,23.570103
6264372270,0.010147365,0.07524246,-5.0145817,3.5325968,-1.8417302,-0.14363988,23.570103
6264382304,0.010324081,0.07544684,-5.015375,3.524778,-1.826633,-0.14511529,23.570103
6264392501,0.010753891,0.075746946,-5.01597,3.5246782,-1.8105937,-0.14230333,23.567997
6264402355,0.010505117,0.076913185,-5.016056,3.4924076,-1.8314438,-0.14423823,23.567997
6264412390,0.00984137,0.07758366,-5.0157585,3.4624276,-1.8489623,-0.14753257,23.567997
6264422478,0.010175406,0.07693599,-5.0154552,3.4744608,-1.8307503,-0.14777432,23.567997
6264432503,0.010955897,0.07622843,-5.016699,3.5007591,-1.8028454,-0.14508459,23.567997
6264442627,0.011371734,0.07611024,-5.016765,3.5023577,-1.7942871,-0.143381,23.567997
6264452572,0.011581925,0.07557827,-5.0160475,3.5077784,-1.7906004,-0.14339589,23.567997
6264462645,0.011835893,0.07482677,-5.0167236,3.5388033,-1.7786294,-0.14368102,23.567997
6264472690,0.011828453,0.074419536,-5.0170794,3.560438,-1.7775278,-0.14128366,23.567997
6264482824,0.011330753,0.07445594,-5.0164375,3.5589366,-1.7998427,-0.14174539,23.567997
