Timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Temperature
6135314248,0.036733717,-0.1079538,-4.943824,3.5947618,8.856915,0.2230978,23.322142
6135315255,0.03694331,-0.10794387,-4.943785,3.5947871,8.862694,0.22388415,23.322142
6135316269,0.037185855,-0.10787952,-4.943815,3.5949132,8.8688345,0.22336966,23.322142
6135317277,0.037242085,-0.1078714,-4.9436736,3.5946064,8.876717,0.22288112,23.322142
6135318326,0.037347116,-0.10789262,-4.9435287,3.5943365,8.884281,0.22369796,23.322142
6135319263,0.037597958,-0.107862316,-4.943471,3.5944726,8.890477,0.22434098,23.322142
6135320248,0.037732035,-0.10788945,-4.9431205,3.5945842,8.89727,0.22402981,23.322142
6135321434,0.03780655,-0.10783586,-4.9430575,3.5949204,8.904176,0.22372329,23.322142
6135322266,0.037861988,-0.107774906,-4.9438844,3.5945325,8.909269,0.22455151,23.322142
6135323341,0.037951183,-0.10786122,-4.943684,3.5940614,8.91488,0.22513899,23.322142
6135324279,0.03809281,-0.10787106,-4.9435744,3.5939398,8.919855,0.22458564,23.322142
6135325290,0.038142983,-0.10782937,-4.943995,3.5940464,8.924453,0.22547488,23.322142
6135326297,0.038179737,-0.10791318,-4.944161,3.5950658,8.928211,0.22507383,23.322142
6135327301,0.038255583,-0.10787896,-4.9441257,3.5958343,8.929756,0.22516122,23.322142
6135328294,0.038354896,-0.1079273,-4.94397,3.5963418,8.931239,0.22489361,23.322142
6135329296,0.038413484,-0.10802322,-4.944201,3.596868,8.932684,0.22489767,23.322142
6135330314,0.038368803,-0.108030185,-4.944453,3.597664,8.933311,0.22508994,23.322142
6135331294,0.038487844,-0.10814859,-4.944337,3.5985131,8.931052,0.22523014,23.322142
6135332287,0.038565364,-0.10822742,-4.9443417,3.5995462,8.929523,0.22539437,23.322142
6135333286,0.038601104,-0.10820595,-4.9447374,3.60188,8.927311,0.22559834,23.322142
6135334345,0.03860919,-0.10831011,-4.9446793,3.6021857,8.925636,0.22473209,23.322142
6135335350,0.038682267,-0.10837271,-4.9446692,3.6033006,8.922513,0.22553259,23.322142
6135336375,0.0387081,-0.108398914,-4.9448385,3.6024396,8.919207,0.22587888,23.322142
6135337441,0.038642548,-0.10849518,-4.9450655,3.6023674,8.91808,0.22662354,23.322142
6135338366,0.038588684,-0.10851582,-4.9452977,3.6020758,8.916361,0.22637306,23.322142
6135339345,0.038545992,-0.108545534,-4.944905,3.6019342,8.914434,0.22652934,23.322142
6135340342,0.038464718,-0.10853834,-4.944894,3.6013868,8.913571,0.22681636,23.322142
6135341356,0.038429316,-0.10845865,-4.9447236,3.6009185,8.912573,0.22648259,23.322142
6135342375,0.038509116,-0.10842314,-4.9443674,3.5991685,8.911732,0.22724143,23.322142
6135343373,0.038518608,-0.108336605,-4.944366,3.597896,8.912601,0.22671808,23.322142
6135344435,0.03849739,-0.108255975,-4.944079,3.5956454,8.913041,0.22748466,23.322142
6135345461,0.03848957,-0.1081284,-4.944033,3.59434,8.9148445,0.22864681,23.322142
6135346420,0.038508564,-0.1080242,-4.9443145,3.5922017,8.917907,0.22957762,23.322142
6135347433,0.03863275,-0.10791801,-4.944228,3.5894005,8.919752,0.23032112,23.322142
6135348378,0.038713645,-0.10784047,-4.9442477,3.5867453,8.924462,0.23095098,23.322142
6135349394,0.03882392,-0.10768227,-4.944396,3.5837643,8.929399,0.23091316,23.322142
6135350412,0.03902572,-0.10761644,-4.9443636,3.5802417,8.933267,0.23213466,23.322142
6135351382,0.039206978,-0.10759973,-4.9445066,3.576613,8.9384985,0.23334564,23.322142
6135352436,0.039474737,-0.10747002,-4.9437685,3.5735896,8.944243,0.23308696,23.322142
6135353401,0.039644744,-0.10723786,-4.9439664,3.571131,8.950238,0.23294856,23.322142
6135354420,0.039821982,-0.10702197,-4.944312,3.5684838,8.956975,0.23427774,23.322142
6135355413,0.040142328,-0.10700841,-4.944046,3.5648506,8.962482,0.23339348,23.322142
6135356392,0.040344562,-0.10694472,-4.943924,3.5616143,8.968939,0.23403752,23.322142
6135357529,0.040491663,-0.10684864,-4.9442234,3.5589087,8.975504,0.2341785,23.322142
6135358457,0.04061044,-0.10680614,-4.9441967,3.5563865,8.981476,0.23483764,23.322142
6135359395,0.04066774,-0.10673087,-4.943912,3.554444,8.987509,0.23507826,23.322142
6135360460,0.04087096,-0.10655743,-4.9435744,3.553702,8.992155,0.23472409,23.322142
6135361438,0.040948927,-0.10644057,-4.9438024,3.5515206,8.997731,0.23554988,23.322142
6135362426,0.041033447,-0.10640126,-4.943772,3.550066,9.001291,0.23539233,23.322142
6135363439,0.04109383,-0.1063766,-4.943547,3.5478547,9.005201,0.23571545,23.322142
6135364483,0.04104252,-0.10627943,-4.9436955,3.546951,9.007613,0.23704788,23.322142
6135365500,0.04104415,-0.10612475,-4.9438715,3.546303,9.008893,0.2372258,23.322142
6135366474,0.04093708,-0.10614745,-4.943589,3.5457792,9.009856,0.23757936,23.322142
6135367482,0.04102263,-0.105963975,-4.943487,3.546123,9.008199,0.23729259,23.322142
6135368487,0.041139744,-0.10598104,-4.943485,3.54476,9.006448,0.23650967,23.322142
6135369499,0.041247427,-0.105845734,-4.943657,3.5441508,9.003805,0.2367607,23.322142
6135370489,0.041330144,-0.10578821,-4.943951,3.5438578,9.000614,0.23747693,23.322142
6135371508,0.041304804,-0.10583353,-4.9440084,3.5424547,8.99779,0.23682374,23.322142
6135372488,0.041149586,-0.105760254,-4.944259,3.5421705,8.994748,0.23673746,23.322142
6135373484,0.041096643,-0.105785854,-4.9440827,3.540743,8.99116,0.2367611,23.322142
6135374514,0.04111519,-0.10577742,-4.944173,3.539321,8.98776,0.23593855,23.322142
6135375505,0.040982187,-0.10578899,-4.944318,3.5368104,8.985127,0.23638517,23.322142
6135376563,0.040898945,-0.10574288,-4.94415,3.53458,8.9813385,0.23571956,23.322142
6135377538,0.04080861,-0.10575502,-4.9442973,3.5323517,8.978796,0.23585187,23.322142
6135378560,0.04082219,-0.10557677,-4.944552,3.530084,8.975256,0.23616111,23.322142
